"id","company","type_name","inches","screen_resolution","cpu","ram_gb","total_memory","gpu","operating_system","weight_kg","price","cpu_speed_GHz","ssd_memory","hdd_memory","flash_memory"
647,"Acer","Ultrabook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel Graphics 620","Windows 10",1.8,48964.32,2.5,"256GB SSD","",""
648,"Razer","Gaming",14.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD","Nvidia GeForce GTX 1060","Windows 10",1.95,138474.72,2.8,"256GB SSD","",""
649,"Toshiba","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.2,64628.64,2.3,"256GB SSD","",""
650,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.36,84395.52,2.7,"256GB SSD","",""
651,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"512GB SSD","Nvidia GeForce GTX 1080","Windows 10",3.8,149130.72,2.7,"512GB SSD","",""
652,"Acer","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Linux",2.4,37775.52,2.5,"","1TB HDD",""
653,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.2,77250.672,1.6,"256GB SSD","",""
654,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.2,63499.104,2.8,"128GB SSD","1TB HDD",""
655,"HP","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","",1.86,19441.872,2.0,"","500GB HDD",""
656,"Toshiba","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"500GB HDD","Intel HD Graphics 620","Windows 10",2.0,56689.92,2.5,"","500GB HDD",""
657,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","AMD Radeon 530","Windows 10",6.2,48964.32,1.8,"256GB SSD","",""
658,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10",2.2,60472.8,1.8,"256GB SSD","2TB HDD",""
659,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960","Windows 10",3.31,63722.88,2.6,"128GB SSD","1TB HDD",""
660,"Dell","Gaming",17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",32,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,167691.8736,2.8,"512GB SSD","1TB HDD",""
661,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.56,65481.12,2.4,"256GB SSD","",""
662,"Lenovo","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD","Intel HD Graphics 500","Windows 10",2.2,22324.32,1.1,"","500GB HDD",""
663,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.2,28504.8,2.3,"","500GB HDD",""
664,"HP","Notebook",15.6,"1920x1080","Intel Core i3 6006U 2GHz",6,"1TB HDD","AMD Radeon R5 M430","Windows 10",2.04,28717.92,2.0,"","1TB HDD",""
665,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7,79215.1056,2.8,"128GB SSD","1TB HDD",""
666,"Toshiba","Notebook",15.6,"1366x768","Intel Core i3 6100U 2.1GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.1,26533.44,2.1,"128GB SSD","",""
668,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","AMD Radeon 530","Windows 10",2.1,39693.6,2.7,"","1TB HDD",""
669,"Toshiba","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",2.0,67026.24,2.5,"256GB SSD","",""
670,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","Linux",2.1,21951.36,2.0,"128GB SSD","",""
671,"Microsoft","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core i7 7600U 2.8GHz",8,"256GB SSD","Intel Iris Plus Graphics 640","Windows 10 S",1.252,99519.048,2.8,"256GB SSD","",""
672,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD +  1TB HDD","AMD Radeon R5 M430","Windows 10",1.9,43580.376,2.5,"128GB SSD","1TB HDD",""
673,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.3,55091.52,2.5,"256GB SSD","",""
674,"Lenovo","Notebook",35.6,"1366x768","AMD E-Series E2-9000 2.2GHz",4,"128GB SSD","AMD Radeon R2 Graphics","Windows 10",2.2,18594.72,2.2,"128GB SSD","",""
675,"HP","2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD","Nvidia GeForce 940MX","Windows 10",1.63,37242.72,2.4,"128GB SSD","",""
676,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.4,68944.32,2.8,"256GB SSD","1TB HDD",""
677,"Asus","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.1,60472.8,2.5,"256GB SSD","",""
678,"HP","2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz",8,"64GB Flash Storage","Intel HD Graphics 500","Chrome OS",1.4,26373.6,1.1,"","","64GB Flash Storage"
679,"LG","Ultrabook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.09,122490.72,1.8,"512GB SSD","",""
680,"Acer","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",16,"256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,69210.72,2.5,"256GB SSD","",""
681,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.2,53168.112,2.5,"256GB SSD","",""
682,"Asus","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"128GB SSD","Intel HD Graphics 500","Windows 10",1.86,22324.32,1.1,"128GB SSD","",""
683,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.21,109277.28,2.5,"128GB SSD","1TB HDD",""
684,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"256GB SSD","AMD Radeon R5 520","Windows 10",2.5,37242.72,2.0,"256GB SSD","",""
685,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.19,79866.72,1.8,"512GB SSD","",""
686,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",3.49,149916.6,2.9,"256GB SSD","1TB HDD",""
687,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","AMD Radeon 520","Windows 10",1.86,32639.8608,2.5,"","500GB HDD",""
688,"Dell","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","AMD Radeon R5 M430","Windows 10",2.2,29073.2976,2.0,"","1TB HDD",""
689,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","AMD A10-Series 9600P 2.4GHz",6,"2TB HDD","AMD Radeon R7 M440","Windows 10",2.65,30316.32,2.4,"","2TB HDD",""
690,"Lenovo","Notebook",15.6,"1366x768","Intel Celeron Dual Core 3855U 1.6GHz",4,"500GB HDD","Intel HD Graphics 510","Windows 10",2.1,16943.04,1.6,"","500GB HDD",""
691,"Acer","Notebook",14.0,"1366x768","Intel Celeron Dual Core 3855U 1.6GHz",4,"32GB Flash Storage","Intel HD Graphics 510","Chrome OS",1.45,19980.0,1.6,"","","32GB Flash Storage"
692,"Lenovo","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.7,37242.72,2.5,"256GB SSD","",""
693,"HP","Workstation",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"500GB HDD","Nvidia Quadro M1200","Windows 10",3.14,101657.7072,2.8,"","500GB HDD",""
694,"Lenovo","2 in 1 Convertible",14.0,"Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.42,137995.2,2.7,"256GB SSD","",""
695,"Toshiba","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.5,51841.44,2.5,"256GB SSD","",""
696,"Acer","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz",4,"32GB Flash Storage","Intel HD Graphics","Windows 10",1.4,14332.32,1.6,"","","32GB Flash Storage"
697,"Lenovo","2 in 1 Convertible",14.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.38,93186.72,2.7,"512GB SSD","",""
698,"Asus","2 in 1 Convertible",12.5,"Full HD / Touchscreen 1920x1080","Intel Core M M3-6Y30 0.9GHz",4,"64GB Flash Storage","Intel HD Graphics 515","Chrome OS",1.2,35644.32,0.9,"","","64GB Flash Storage"
699,"Toshiba","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",16,"512GB SSD","Intel HD Graphics 520","Windows 10",1.36,100006.56,2.5,"512GB SSD","",""
701,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.56,43636.32,2.5,"","1TB HDD",""
702,"Lenovo","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9420 2.9GHz",4,"256GB SSD","AMD Radeon 530","Windows 10",2.2,21258.72,2.9,"256GB SSD","",""
703,"Lenovo","Notebook",15.6,"1366x768","AMD A12-Series 9720P 3.6GHz",8,"1TB HDD","AMD Radeon R7","Windows 10",2.2,22857.12,3.6,"","1TB HDD",""
704,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD +  1TB HDD","Intel HD Graphics 620","Windows 10",2.1,33110.856,2.5,"","1TB HDD +  1TB HDD",""
705,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","",1.9,23976.0,2.0,"","500GB HDD",""
706,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",2.18,42357.6,2.5,"256GB SSD","",""
707,"Acer","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",1,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.6,53226.72,1.6,"256GB SSD","",""
708,"Lenovo","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16,"512GB SSD","Nvidia Quadro M520M","Windows 7",2.18,98834.4,2.5,"512GB SSD","",""
709,"Lenovo","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.8,63456.48,2.3,"256GB SSD","",""
710,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","AMD A10-Series 9620P 2.5GHz",6,"2TB HDD","AMD Radeon 530","Windows 10",2.71,34898.9328,2.5,"","2TB HDD",""
711,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,66546.72,2.8,"128GB SSD","1TB HDD",""
712,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Linux",1.64,58021.92,2.8,"256GB SSD","",""
713,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Linux",1.98,38681.28,2.5,"","1TB HDD",""
714,"Asus","Notebook",14.0,"Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.5,15877.44,1.1,"","","32GB Flash Storage"
715,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.93,76012.4448,2.6,"512GB SSD","",""
716,"Lenovo","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 920MX","Windows 10",1.87,45664.6896,2.5,"256GB SSD","",""
717,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.9,62817.12,2.6,"256GB SSD","",""
718,"Lenovo","Notebook",15.6,"1366x768","AMD A6-Series 7310 2GHz",4,"500GB HDD","AMD Radeon R4","Windows 10",2.19,15877.44,2.0,"","500GB HDD",""
719,"Mediacom","Notebook",14.0,"IPS Panel Full HD 1920x1200","Intel Atom Z8350 1.92GHz",4,"32GB HDD","Intel HD Graphics 400","Windows 10",1.4,14119.2,1.92,"","32GB HDD",""
720,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",2.63,63936.0,2.7,"256GB SSD","",""
721,"Lenovo","Ultrabook",14.0,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6500U 2.5GHz",64,"512GB SSD","Intel HD Graphics 520","Windows 10",1.17,89864.1792,2.5,"512GB SSD","",""
722,"HP","2 in 1 Convertible",13.3,"IPS Panel Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.58,44574.048,2.5,"256GB SSD","",""
723,"Lenovo","Ultrabook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.32,79866.72,2.5,"256GB SSD","",""
724,"Dell","Gaming",17.3,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",32,"1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.36,194972.832,2.8,"1TB SSD","1TB HDD",""
725,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.7,71847.0144,2.8,"128GB SSD","1TB HDD",""
726,"Lenovo","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"1TB HDD","Intel HD Graphics 620","",1.9,26101.872,2.5,"","1TB HDD",""
728,"Dell","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",1.71,34578.72,2.4,"","1TB HDD",""
729,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R7 M445","Linux",2.32,31409.6256,2.5,"","1TB HDD",""
730,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9420 3GHz",4,"1TB HDD","AMD Radeon 520","Windows 10",2.1,26053.92,3.0,"","1TB HDD",""
731,"Acer","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",4.2,103096.8,2.6,"128GB SSD","1TB HDD",""
732,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",12,"1TB HDD","Intel HD Graphics 620","Windows 10",2.25,34578.72,2.5,"","1TB HDD",""
733,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series A9-9420 3GHz",6,"128GB SSD +  1TB HDD","AMD Radeon 520","Windows 10",2.1,34632.0,3.0,"128GB SSD","1TB HDD",""
734,"Acer","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.4,29783.52,2.5,"","500GB HDD",""
735,"Lenovo","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.44,51148.8,2.5,"256GB SSD","",""
736,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",1.85,41505.12,2.7,"","1TB HDD",""
737,"HP","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD","Nvidia Quadro M2200","Windows 10",2.6,128884.32,2.8,"256GB SSD","",""
738,"Dell","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD","Intel UHD Graphics 620","Windows 10",1.55,35111.52,1.6,"","1TB HDD",""
739,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8,111593.8944,2.8,"256GB SSD","1TB HDD",""
740,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.4,21887.424,2.0,"","500GB HDD",""
741,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10",2.0,64308.96,2.7,"128GB SSD","1TB HDD",""
742,"Dell","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",2.0,35431.2,2.0,"256GB SSD","",""
743,"Toshiba","Notebook",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.25,81784.8,2.5,"256GB SSD","",""
744,"Lenovo","2 in 1 Convertible",14.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.7,53226.72,2.5,"256GB SSD","",""
745,"Lenovo","Workstation",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz",16,"1TB SSD","Nvidia Quadro M520M","Windows 10",2.5,175770.72,2.8,"1TB SSD","",""
746,"Acer","Notebook",14.0,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",2,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.68,17582.4,1.6,"","","32GB Flash Storage"
747,"Samsung","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD","Intel HD Graphics 620","Windows 10",0.81,87858.72,2.7,"256GB SSD","",""
749,"Dell","Notebook",14.0,"1366x768","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.6,60031.1088,2.5,"256GB SSD","",""
750,"HP","Workstation",17.3,"IPS Panel Full HD 1920x1080","Intel Xeon E3-1535M v5 2.9GHz",16,"256GB SSD","Nvidia Quadro M2000M","Windows 7",3.0,233845.92,2.9,"256GB SSD","",""
751,"Lenovo","Netbook",11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"128GB SSD","Intel HD Graphics 400","Windows 10",1.4,25308.0,1.6,"128GB SSD","",""
752,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.84,101232.0,2.4,"256GB SSD","",""
753,"Asus","Notebook",15.6,"1366x768","Intel Core i5 6300HQ 2.3GHz",4,"1TB HDD","Nvidia GeForce GTX 950M","",2.45,30849.12,2.3,"","1TB HDD",""
755,"Asus","Notebook",15.6,"1366x768","Intel Core i7 7500U 2.7GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",2.37,45282.672,2.7,"256GB SSD","",""
756,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i5 6260U 1.8GHz",8,"256GB SSD","Intel HD Graphics 540","Windows 10",1.3,63882.72,1.8,"256GB SSD","",""
757,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.2,58554.72,2.5,"128GB SSD","1TB HDD",""
758,"HP","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD","Nvidia Quadro M1000M","Windows 7",2.59,83170.08,2.6,"256GB SSD","",""
759,"Dell","Gaming",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,152859.7872,2.8,"256GB SSD","1TB HDD",""
760,"Acer","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",2.1,31914.72,2.5,"256GB SSD","",""
761,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.5,55837.44,2.8,"128GB SSD","1TB HDD",""
762,"Dell","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",16,"256GB SSD","Intel HD Graphics 620","Windows 10",1.18,99047.52,2.8,"256GB SSD","",""
763,"Google","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8,"256GB SSD","Intel HD Graphics 615","Chrome OS",1.1,83063.52,1.2,"256GB SSD","",""
764,"Asus","Ultrabook",13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.2,60153.12,2.5,"256GB SSD","",""
765,"Dell","Notebook",13.3,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",1.65,45234.72,2.0,"","500GB HDD",""
766,"Acer","Notebook",13.3,"1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.6,34898.4,2.3,"128GB SSD","",""
767,"Asus","Notebook",17.3,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD","Nvidia GeForce 920MX","Windows 10",2.8,25059.7152,1.1,"","1TB HDD",""
768,"Dell","Gaming",15.6,"IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.72,58554.72,2.6,"128GB SSD","1TB HDD",""
769,"Samsung","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.31,85194.72,2.7,"256GB SSD","",""
770,"Acer","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD","Intel HD Graphics 505","Linux",2.1,15877.44,1.1,"","1TB HDD",""
771,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"","AMD Radeon R7 M445","Windows 10",2.3,62938.0656,2.7,"","",""
772,"Samsung","2 in 1 Convertible",15.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD","AMD Radeon 540","Windows 10",1.71,95850.72,2.7,"256GB SSD","",""
773,"Toshiba","Notebook",14.0,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.75,54345.6,2.3,"128GB SSD","",""
774,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62,58554.72,2.8,"","1TB HDD",""
776,"Asus","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3,44701.92,2.7,"","2TB HDD",""
777,"Lenovo","Notebook",15.6,"4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16,"512GB SSD","Nvidia Quadro M2000M","Windows 7",2.5,126273.6,2.7,"512GB SSD","",""
778,"Acer","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",1.8,33886.08,2.4,"128GB SSD","",""
779,"Razer","Gaming",14.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1060","Windows 10",1.95,154458.72,2.8,"512GB SSD","",""
780,"Asus","Notebook",15.6,"1920x1080","Intel Pentium Dual Core N4200 1.1GHz",8,"128GB SSD","Intel HD Graphics 505","Windows 10",2.0,31003.632,1.1,"128GB SSD","",""
781,"Dell","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",32,"1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070M","Windows 10",4.42,191211.264,2.8,"1TB SSD","1TB HDD",""
782,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.3,125208.0,2.6,"256GB SSD","1TB HDD",""
